OBJECTID,BLD_ID,DEV_ID,DEV_NAME,NGHDNUM,POLICEDIVI,BLDG_POSTC,TOTAL_RESU,MRKT_UNIT,RGI_UNIT,YEAR_BUILT,BUILDING,BUILDFORM,FLR_ABV_GR,BLD_DESC,X,Y,LONGITUDE,LATITUDE
1241,5781,425,Elm Ridge Dr. (165),102,13,M6B 1B2,14,14,0,1985,Low Rise,Low Rise Apt. Bldg.Elevator,2,2 - Storey Low Rise Apt Bld w. elevator - Multiplex Nursing Home,309716.716,4840055.616,-79.438804,43.7024414
2195,74476,334,Rivertowne,70,55,M4M 3G1,16,0,16,2008,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,316619.268,4835419.084,-79.353264,43.6606293
1052,5687,304,Greenwood Walpole,65,55,M4L 3W5,8,3,5,1987,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318667.171,4837019.297,-79.327832,43.6749982
2005,90084,173,Cooper Mills Townhomes,114,11,M6S 4W6,12,3,9,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
47,70454,972,Kendleton Dr. (111),2,23,M9V 1V2,58,58,0,1965,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid Rise Apt. Bldg.,298243.847,4843994.13,-79.581199,43.7378797
213,5626,106,Westacres Extension,4,23,M9W 4C6,16,0,16,1960,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299179.693,4842525.471,-79.569566,43.7246675
214,5645,177,Weston Towers,23,31,M9M 2Z9,176,122,54,1984,High Rise,High Rise Apt. Bldg.Elevator,18,18 - Storey High Rise Apt. Bldg.,301785.494,4843485.091,-79.537229,43.7333208
1752,3484,76,Finch Birchmount,117,42,M1T 2Z7,6,0,6,1969,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,320599.66,4850651.981,-79.303467,43.7976702
1740,90096,178,Empringham Mews,132,42,M1B 4A2,6,0,6,1983,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,327894.569,4852288.829,-79.212743,43.8122131
1677,3969,218,Victoria Park Chester Le,117,42,M1W 2M9,11,0,11,1973,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318353.698,4850644.859,-79.331378,43.7976501
1701,90063,218,Victoria Park Chester Le,117,42,M1W 2N5,9,0,9,1973,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318220.845,4850689.277,-79.333027,43.7980523
2121,3519,100,Greenbrae Circuit 2,137,43,M1H 1R1,128,0,128,1970,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt. Bldg.,326511.584,4846434.635,-79.230169,43.7595604
436,4142,75,Morningside Coronation,136,43,M1E 2L5,14,0,14,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,330321.339,4846998.92,-79.182829,43.7645191
440,4146,75,Morningside Coronation,136,43,M1E 2L6,20,0,20,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,330309.568,4847058.113,-79.182972,43.7650523
1558,3145,99,Teesdale Pharmacy,121,41,M1L 1L2,278,0,278,1971,High Rise,High Rise Apt. Bldg.Elevator,24,24 - Storey High Rise Apt. Bldg.,321889.538,4839471.448,-79.287792,43.6970038
1574,3198,73,Kennedy Road,124,41,M1K 3G9,36,0,36,1969,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,323793.377,4842804.254,-79.264055,43.7269569
2158,5542,148,St. George Manor,123,43,M1M 3T8,330,0,330,1979,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,325805.629,4842089.426,-79.239105,43.7204681
509,4354,1,O'Connor Drive,43,54,M4A 1A3,10,0,10,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320715.496,4841634.676,-79.302293,43.716501
532,4110,208,Warden Woods,121,41,M1L 1P2,30,0,30,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,322618.994,4840163.691,-79.278719,43.7032178
207,5608,101,Westacres,4,23,M9W 4C5,16,0,16,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299103.606,4842641.776,-79.570511,43.7257138
209,5622,106,Westacres Extension,4,23,M9W 4C5,16,2,14,1960,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299125.345,4842607.537,-79.570241,43.7254058
1479,3900,224,Trethewey Tedder,30,12,M6M 5A4,165,0,165,1974,High Rise,High Rise Apt. Bldg.Elevator,19,19 - Storey High Rise Apt. Bldg.,304798.114,4839539.581,-79.49983,43.697812
1480,3901,224,Trethewey Tedder,30,12,M6M 5A5,204,0,204,1974,High Rise,High Rise Apt. Bldg.Elevator,18,18 - Storey High Rise Apt. Bldg.,304708.284,4839557.378,-79.500945,43.6979721
570,5643,175,Trimbee Court,115,12,M6M 5C3,255,82,173,1983,High Rise,High Rise Apt. Bldg.Elevator,15,15 - Storey High Rise Apt. Bldg.,305388.692,4838588.272,-79.492504,43.689249
2042,3976,22,Willowridge Richview,7,23,M9R 3Z1,238,0,238,1972,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,299172.333,4837117.833,-79.5696,43.6759923
576,3891,14,East Mall,11,22,M9B 4A9,8,0,8,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299294.867,4835105.02,-79.56806,43.6578757
577,3892,14,East Mall,11,22,M9B 4A9,10,0,10,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299462.087,4835054.077,-79.565986,43.6574184
578,3893,14,East Mall,11,22,M9B 4A9,10,0,10,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299551.721,4835000.664,-79.564874,43.6569382
579,3894,14,East Mall,11,22,M9B 4A9,19,0,19,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,299424.023,4835031.362,-79.566458,43.6572137
580,3895,14,East Mall,11,22,M9B 4A9,19,0,19,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,299517.341,4835050.392,-79.565301,43.6573856
581,3896,14,East Mall,11,22,M9B 4A9,19,0,19,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,299518.569,4834974.879,-79.565285,43.6567059
582,3897,14,East Mall,11,22,M9B 4A9,19,0,19,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,299576.278,4834949.095,-79.564569,43.6564742
2017,3987,27,Humber Boulevard,111,12,M6N 2H6,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,306225.967,4837436.218,-79.48212,43.6788781
1,4045,32,Atkinson Co-operative,78,14,M5T 2K6,77,0,77,1968,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,312846.191,4834244.342,-79.400062,43.650106
2,4023,32,Atkinson Co-operative,78,14,M5T 1H6,14,0,14,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,312767.393,4834467.825,-79.401036,43.6521184
4,4047,32,Atkinson Co-operative,78,14,M5T 1H4,11,0,11,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312858.347,4834475.328,-79.399908,43.652185
5,4050,32,Atkinson Co-operative,78,14,M5T 1E3,12,0,12,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,312730.954,4834376.97,-79.401489,43.651301
7,4035,32,Atkinson Co-operative,78,14,M5T 2J5,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312924.597,4834455.525,-79.399087,43.652006
8,4036,32,Atkinson Co-operative,78,14,M5T 2J6,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312878.365,4834386.28,-79.399661,43.6513832
1369,3556,325,Edgeley Village Shoreham,24,31,M3N 1T4,12,0,12,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303272.707,4847785.811,-79.51878,43.7720378
1370,3557,325,Edgeley Village Shoreham,24,31,M3N 1T4,13,0,13,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303368.693,4847665.829,-79.517587,43.770958
1372,3559,325,Edgeley Village Shoreham,24,31,M3N 1T4,17,0,17,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303276.707,4847548.246,-79.518729,43.7698994
1373,3560,325,Edgeley Village Shoreham,24,31,M3N 1T4,17,0,17,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303255.91,4847717.82,-79.518988,43.7714257
1374,3561,325,Edgeley Village Shoreham,24,31,M3N 1T4,18,0,18,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303299.903,4847673.828,-79.518441,43.7710298
1375,3562,325,Edgeley Village Shoreham,24,31,M3N 1T4,23,0,23,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303372.692,4847552.245,-79.517537,43.7699356
1377,3624,52,Finch Tobermory,24,31,M3N 2R5,374,0,374,1972,High Rise,High Rise Apt. Bldg.Elevator,24,24 - Storey High Rise Apt. Bldg.,304069.821,4846499.065,-79.508877,43.7604567
1380,3588,3,Jane Milo,24,31,M3N 2G7,7,0,7,1971,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303122.14,4846922.199,-79.520647,43.7642638
1378,3635,4,Finch Topcliffe,25,31,M3N 1M5,18,0,18,1965,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,303953.314,4846250.864,-79.510323,43.7582224
245,4220,200,Lawrence Heights,32,32,M6A 2M6,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309256.714,4842305.138,-79.444493,43.722693
246,4229,200,Lawrence Heights,32,32,M6A 2M6,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309339.805,4842298.488,-79.443462,43.7226326
1392,3813,97,Firgrove Crescent,25,31,M3N 2X2,30,0,30,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303418.401,4845437.47,-79.516964,43.7508999
1393,3804,97,Firgrove Crescent,25,31,M3N 2X4,7,0,7,1975,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303313.278,4845504.893,-79.518269,43.7515066
1394,3806,97,Firgrove Crescent,25,31,M3N 2X3,20,0,20,1975,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303317.864,4845385.275,-79.518212,43.7504299
1395,3803,97,Firgrove Crescent,25,31,M3N 2X5,6,0,6,1975,Towns & Wkups,Townhouse Multiplex,3,3-Storey Townhouse Sixplex,303440.085,4845533.605,-79.516695,43.7517653
1396,3811,97,Firgrove Crescent,25,31,M3N 2X6,25,0,25,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303422.279,4845554.934,-79.516916,43.7519572
1398,3814,42,Jane Firgrove,25,31,M3N 2B9,8,0,8,1971,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303274.347,4845579.225,-79.518753,43.7521756
1399,3815,42,Jane Firgrove,25,31,M3N 2B9,137,0,137,1971,High Rise,High Rise Apt. Bldg.Elevator,12,12 - Storey High Rise Apt. Bldg.,303270.559,4845623.647,-79.5188,43.7525754
1401,3798,24,Jane Yewtree,25,31,M3N 2J9,188,0,188,1971,High Rise,High Rise Apt. Bldg.Elevator,15,15 - Storey High Rise Apt. Bldg.,303482.324,4845820.354,-79.516171,43.7543465
1419,3671,12,Sheppard Yatescastle,25,31,M3L 1Y3,8,0,8,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304369.455,4844337.495,-79.505154,43.7410002
11,4040,32,Atkinson Co-operative,78,14,M5T 2J4,13,0,13,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312945.652,4834274.587,-79.398826,43.6503686
13,4033,32,Atkinson Co-operative,78,14,M5T 2H5,7,0,7,1968,Towns & Wkups,Townhouse Sixplex,3,3 - Storey Townhouse,312965.568,4834178.71,-79.398584,43.649514
14,4049,32,Atkinson Co-operative,78,14,M5T 2H5,15,0,15,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312973.867,4834157.055,-79.398481,43.649319
18,4022,32,Atkinson Co-operative,78,14,M5T 2J3,9,0,9,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312794.664,4834433.77,-79.400698,43.6518116
22,4037,32,Atkinson Co-operative,78,14,M5T 2H7,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312849.654,4834387.39,-79.400017,43.6513935
23,4038,32,Atkinson Co-operative,78,14,M5T 2H7,10,0,10,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312938.531,4834172.694,-79.398919,43.6494602
24,4039,32,Atkinson Co-operative,78,14,M5T 2H7,12,0,12,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,312862.728,4834381.009,-79.399855,43.6513359
25,4044,32,Atkinson Co-operative,78,14,M5T 2H8,70,0,70,1968,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,312805.773,4834421,-79.400561,43.6516965
28,4025,32,Atkinson Co-operative,78,14,M5T 1E6,9,0,9,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,312755.797,4834414.58,-79.40118,43.6516392
1996,90075,173,Cooper Mills Townhomes,114,11,M6S 4W6,10,6,4,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
1998,90077,173,Cooper Mills Townhomes,114,11,M6S 4W6,10,8,2,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
2000,90079,173,Cooper Mills Townhomes,114,11,M6S 4W6,10,7,3,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
2001,90080,173,Cooper Mills Townhomes,114,11,M6S 4W6,12,7,5,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
2002,90081,173,Cooper Mills Townhomes,114,11,M6S 4W6,10,7,3,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
1362,3576,25,Edgeley Village Driftwood,24,31,M3N 2R1,17,0,17,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303516.271,4847377.633,-79.515753,43.7683641
1363,3577,25,Edgeley Village Driftwood,24,31,M3N 2P9,17,0,17,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303604.152,4847300.192,-79.514661,43.7676672
1364,3578,25,Edgeley Village Driftwood,24,31,M3N 2P9,21,0,21,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303658.099,4847416.353,-79.513992,43.7687129
1366,3553,325,Edgeley Village Shoreham,24,31,M3N 1T4,7,0,7,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303359.094,4847597.039,-79.517706,43.7703388
1367,3554,325,Edgeley Village Shoreham,24,31,M3N 1T4,11,0,11,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303313.501,4847577.842,-79.518272,43.7701659
1368,3555,325,Edgeley Village Shoreham,24,31,M3N 1T4,11,0,11,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303238.312,4847754.614,-79.519207,43.7717569
37,3827,29,Duncan Woods Drive,21,31,M9L 2E6,9,0,9,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299310.833,4845855.331,-79.567973,43.7546418
38,3828,29,Duncan Woods Drive,21,31,M9L 2E6,10,0,10,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299370.3,4845818.49,-79.567234,43.7543107
44,3830,217,Islington Satterly,21,31,M9L 2V2,9,0,9,1973,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299207.994,4846192.589,-79.569253,43.7576768
46,3831,217,Islington Satterly,21,31,M9L 2V3,19,0,19,1973,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299246.136,4846086.624,-79.568779,43.7567232
2200,76137,305,Finch Ave. West 2350 (Amansie Place),21,31,M9M 2C7,15,4,11,2008,Towns & Wkups,Stacked Townhouse,4,4 - Storey Stacked Townhouse,301243.618,4845583.62,-79.54397,43.752208
2201,76138,305,Finch Ave. West 2350 (Amansie Place),21,31,M9M 2C7,33,17,16,2008,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,301243.618,4845583.62,-79.54397,43.752208
40,3819,58,Finch Ardwick,22,31,M9M 1V7,7,0,7,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,300212.131,4845138.158,-79.556774,43.7481926
41,3820,58,Finch Ardwick,22,31,M9M 1V7,18,0,18,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,300185.013,4845150.023,-79.557111,43.7482992
199,3890,18,Torbolton Drive,4,23,M9W 3Y2,17,0,17,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,300103.493,4842033.02,-79.558095,43.7202408
200,5601,101,Westacres,4,23,M9W 4C6,16,0,16,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299161.758,4842715.689,-79.56979,43.7263796
201,5602,101,Westacres,4,23,M9W 4C5,16,1,15,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299109.584,4842708.624,-79.570438,43.7263156
202,5603,101,Westacres,4,23,M9W 4C6,16,1,15,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299172.628,4842683.081,-79.569655,43.7260862
203,5604,101,Westacres,4,23,M9W 4C5,16,0,16,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299090.562,4842679.82,-79.570674,43.7260562
204,5605,101,Westacres,4,23,M9W 4C6,16,0,16,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299183.497,4842650.471,-79.56952,43.7257927
43,5644,176,Humberline Place,1,23,M9W 6J5,179,141,38,1984,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt. Bldg.,295777.595,4843260.265,-79.611804,43.7312483
92,3885,220,Martin Grove Albion,1,23,M9V 1B8,8,0,8,1972,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297034.851,4844517.319,-79.596216,43.7425773
93,3886,220,Martin Grove Albion,1,23,M9V 1B8,10,0,10,1972,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297034.851,4844517.319,-79.596216,43.7425773
94,3887,220,Martin Grove Albion,1,23,M9V 1B8,12,0,12,1972,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297034.851,4844517.319,-79.596216,43.7425773
51,3858,45,Kipling Mount Olive,2,23,M9V 2C6,8,0,8,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297847.058,4844814.451,-79.586133,43.7452515
52,3860,45,Kipling Mount Olive,2,23,M9V 2C6,9,0,9,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297905.802,4844831.677,-79.585404,43.7454071
53,3861,45,Kipling Mount Olive,2,23,M9V 2C6,10,0,10,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297887.693,4844867.012,-79.585629,43.745725
54,3862,45,Kipling Mount Olive,2,23,M9V 2C6,10,0,10,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297865.609,4844913.83,-79.585904,43.7461462
2018,3988,27,Humber Boulevard,111,12,M6N 2H6,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,306225.967,4837436.218,-79.48212,43.6788781
2020,3990,27,Humber Boulevard,111,12,M6N 2H6,9,0,9,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,306225.967,4837436.218,-79.48212,43.6788781
2022,3983,71,Jane Woolner,111,12,M6N 1Y3,304,0,304,1968,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,305535.861,4836749.508,-79.49068,43.6726977
2023,5515,122,Mount Dennis Apartments,111,12,M6N 2H5,246,0,246,1969,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,306234.164,4837538.915,-79.482018,43.6798025
2024,5541,147,Outlook Manor,111,12,M6N 4Y3,275,0,275,1979,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,305087.496,4837388.185,-79.49624,43.6784468
592,4064,62,West Mall,13,22,M9C 1G3,8,0,8,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299163.834,4834332.996,-79.569676,43.6509254
593,4065,62,West Mall,13,22,M9C 1G3,8,0,8,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299177.816,4834289.197,-79.569502,43.6505313
594,4066,62,West Mall,13,22,M9C 1G3,10,0,10,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299140.391,4834410.267,-79.569968,43.6516208
595,4067,62,West Mall,13,22,M9C 1G3,10,0,10,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,299145.727,4834385.246,-79.569901,43.6513956
596,4068,62,West Mall,13,22,M9C 1G3,11,0,11,1962,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,299067.776,4834444.712,-79.570868,43.6519303
597,4069,62,West Mall,13,22,M9C 1G4,24,0,24,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,298979.694,4834533.082,-79.571961,43.6527251
598,4071,62,West Mall,13,22,M9C 1G3,16,0,16,1962,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,299154.999,4834360.669,-79.569786,43.6511745
573,3009,221,Capri Road,14,22,M9B 6B9,257,20,237,1973,High Rise,High Rise Apt. Bldg.Elevator,20,20 - Storey High Rise Apt. Bldg.,299618.342,4834530.235,-79.564044,43.6527042
574,3898,222,Dundas Mabelle,14,22,M9A 4Y6,255,0,255,1962,High Rise,High Rise Apt. Bldg.Elevator,19,19 - Storey High Rise Apt. Bldg.,302305.928,4833790.048,-79.53072,43.6460539
575,3899,222,Dundas Mabelle,14,22,M9A 4Y5,255,0,255,1962,High Rise,High Rise Apt. Bldg.Elevator,19,19 - Storey High Rise Apt. Bldg.,302329.86,4833829.218,-79.530423,43.6464066
586,5549,155,Islington Manor,14,22,M9A 5A9,350,2,348,1979,High Rise,High Rise Apt. Bldg.Elevator,19,19 - Storey High Rise Apt. Bldg.,302548.527,4833654.887,-79.527712,43.6448379
587,5567,202,Lerette Manor,18,22,M8V 3Y8,178,8,170,1993,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,303854.172,4828747.612,-79.511522,43.6006696
599,5550,156,Woods Manor,18,22,M8V 3V8,148,6,142,1980,High Rise,High Rise Apt. Bldg.Elevator & Wing,9,9 - Storey High Rise Apt. Bldg. & 5-Storey Wing,304660.286,4828825.602,-79.501536,43.6013719
583,5526,132,Edwards Manor,17,22,M8Y 2P9,307,11,296,1972,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,304837.091,4830553.024,-79.499346,43.6169208
584,5536,142,Griggs Manor 1,17,22,M8V 3V6,300,2,298,1977,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,305026.782,4830393.808,-79.496995,43.6154876
1994,5641,173,Cooper Mills Townhomes,114,11,M6S 4W6,15,11,4,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
1995,90074,173,Cooper Mills Townhomes,114,11,M6S 4W6,14,8,6,1981,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,304559.046,4835885.092,-79.502792,43.6649168
160,3719,210,Thistletown 1,2,23,M9V 1N4,18,0,18,1966,Towns & Wkups,Townhouse Centre Hall Mulrifam.,3,3 - Storey Townhouse Centre Hall Multifam,298003.885,4843424.704,-79.584168,43.7327434
161,3720,210,Thistletown 1,2,23,M9V 1N4,18,0,18,1966,Towns & Wkups,Townhouse Centre Hall Mulrifam.,3,3 - Storey Townhouse Centre Hall Multifam,298037.274,4843469.784,-79.583754,43.7331495
162,3758,26,Thistletown 2,2,23,M9V 1T5,13,0,13,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297578.167,4844035.928,-79.589464,43.7382497
163,3744,26,Thistletown 2,2,23,M9V 1T7,7,0,7,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297594.241,4844077.487,-79.589265,43.7386239
165,3748,26,Thistletown 2,2,23,M9V 3S5,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297352.753,4844187.884,-79.592264,43.7396152
166,3749,26,Thistletown 2,2,23,M9V 3S5,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297408.358,4844181.226,-79.591574,43.7395558
167,3753,26,Thistletown 2,2,23,M9V 3S5,10,0,10,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297385.646,4844201.197,-79.591856,43.7397354
168,3754,26,Thistletown 2,2,23,M9V 3S5,10,0,10,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297412.587,4844122.386,-79.591521,43.7390263
169,3755,26,Thistletown 2,2,23,M9V 3S5,11,0,11,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297331.999,4844173.786,-79.592522,43.7394881
172,3734,26,Thistletown 2,2,23,M9V 3S5,6,0,6,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,297336.307,4844259.15,-79.59247,43.7402565
175,3752,26,Thistletown 2,2,23,M9V 3S5,10,0,10,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297306.546,4844243.487,-79.592839,43.7401153
176,3756,26,Thistletown 2,2,23,M9V 3S5,11,0,11,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297344.53,4844278.73,-79.592368,43.7404328
